,Unnamed: 0,artist,title,label,rank,week_start,week_end,genre,year,month,lyrics
Steine sind weiß wie Halloumi (Ja)
Meine Seele ist schwarz wie der Tod
Bruder, schau Richtung Mond
Ja, von Zehner-Paketen zum Rap-Superstar
Bin mit Z-U-N-A, check S-Coupé ab (Pow, pow, pow, pow)
Benz S oder A, hänge an Boulevard
Chaye, check, Day-Date Rolex, Unikat
Gib ihm, gib ihm, gib ihm, gib ihm
Koka, sauber wie Cillit Bang
Krimi, Panama-City Gang
Gib ihm, Patte macht kriminell

[Hook]
Alé, drück auf das Pedal und roll' schnell
Mit 200 km/h Richtung Hölle, Hombre
Leb' kriminal, fick Top-ten
Lamborghini, ich geb' Gas, importier' die Knospen
Alé, drück auf das Pedal und roll' schnell
Mit 200 km/h Richtung Hölle, Hombre
Leb' kriminal, fick Top-ten
Lamborghini, ich geb' Gas, importier' die Knospen

[Outro]
Krimi, Panama-City Gang
Gib ihm, Patte macht kriminell

"
2856,2856,monet192,21 gramm,warner music germany,57,23.10.2020,29.10.2020,deutschrap,2020,23,
3767,3767,apache 207,28 liter,sme - four music / two sides,68,21.08.2020,27.08.2020,deutschrap,2020,21,"

[Songtext zu „28 Liter“]

[Intro]
(Juh-Juh-Dee on the beat)

[Part 1]
Mein SL war ein Schnapper, 40K bar bezahlt
Doch der Hurensohn schluckt 28 Liter
Habe alles schon geseh'n, Mann, was soll ich dir erzähl'n?
War stockbesoffen und das meiste weiß ich nimmer
Sie sagen, ich hab' Fame, frag mich nicht, wie weit sie geh'n
Bitches Mitte dreißig wollen mit mir Dinner
Viertel-Mio-Werbedeals, derbe mies, ernte Kies
Aber Mama klopft abends immer noch an mein Kinderzimmer
Egal, ob du mich einen Rapper nennst, du Piç, darauf pfeif' ich
Denn seit den goldenen Platten tragen die Kiddies im Block Nikes
Hab' mir das alles selber aufgebaut, ich schwör' bei Gott, ich teil' nicht
Ihr Fotzen redet nur am Telefon, weiter nichts

[Pre-Hook]
Im Dschungel daheim, heißt, hier läuft's etwas anders
Mütter am wein'n, zu viel Blut, hartes Pflaster
Kippe auf locker, weil bei uns ist das Standard
Hoffnung verlor'n, da Vater Staat uns hier verarscht, Mann

[Hook]
Ich sag' nur eins
Nehmt uns nicht ernst, haltet uns klein
Schlagt uns, was ist denn schon dabei?
Legt uns in Ketten obendrein
Unsre Gedanken sind frei

[Part 2]
Hatet mich, weil ich die Eins bin, dennoch bleibt ihr Nullen
(Nullen, Nullen, Nullen, Nullen)
Ich trete paarmal auf und kassier' sechsstellige Summen
(Summen, Summen, Summen, Summen)
Im Nacken sitzt Finanzamt, im Nacken sitzen Bullen
Deshalb knall' ich mir auch jeden Tag 'ne Schachtel in die Lunge
Wieso posierst du Pussy in dein'n Videos mit Wumme?
Junge, Junge, Junge
Rauch' 'ne Fluppe auf Terrasse, sie fickt dabei meinen Kopf
Denn sie redet ihren Ex schlecht
Der ist doch ganz okay und ich red' ihn wieder gut
Damit sie sich nie mehr meldet
Nimm's nicht persönlich, hab' nur eine Frau geliebt
Doch auch das hatte dann ein Ende
Anfang zwanzig, Herz erfror'n, woher die Kälte?

[Pre-Hook]
Im Dschungel daheim, heißt, hier läuft's etwas anders
Mütter am wein'n, zu viel Blut, hartes Pflaster
Kippe auf locker, weil bei uns ist das Standard
Hoffnung verlor'n, da Vater Staat uns hier verarscht, Mann

[Hook]
Ich sag' nur eins
Nehmt uns nicht ernst, haltet uns klein
Schlagt uns, was ist denn schon dabei?
Legt uns in Ketten obendrein
Unsre Gedanken sind frei
Nehmt uns nicht ernst, haltet uns klein
Schlagt uns, was ist denn schon dabei?
Legt uns in Ketten obendrein
Unsre Gedanken sind frei

"
13776,13776,pa sports,30 km/h,universal domestic vertigo,77,21.09.2018,27.09.2018,deutschrap,2018,21,"

[Part 1]
Ich fahr' in deine City ohne Grund (ohne Grund)
Deine Frau nimmt Sippi in den Mund (in den Mund)
Guck, so mach' ich dich zu einem Hund (einem Hund)
Streit mit P.A. ist für Pisser nicht gesund
Mache Movies wie De Niro, ey
Kofferraum ist voller Kilos, ey
Deine Frau kommt zum Videodreh
Sag ihr, auf Nimmerwiederseh'n (nimmer)
Bring mir die Chicken McNuggets, Babe (jaja)
Ich steh' nur auf Ärsche mit Qualität (Bitch)
Bündel in geld, lila, grün sind verteilt auf dei'm Körper
Du kennst, es wär' Bodypaint (woo)

[Pre-Hook]
Glaub mir, früher war'n wir wild und kriminell (kriminell)
Heute läuft die ganze Scheiße hier legal (und helal)
Aber schuldet mir noch irgendjemand Geld (nur ein'n Cent)
Fahr' ich durch seine Stadt mit 30 km/h

[Hook]
Damit die Hurensöhne wissen, ich bin da (ich bin da)
Bitches sagen, „Dieser P.A. ist ein Star!“ (Star, Star)
Und wenn ich will, dann fick' ich jeden Tag (jeden Tag)
Wer hat seine Rechnung nicht bezahlt (woo, woo)
Bringt mir mehr Uhren, mehr Brillis, mehr Karat (brr, brr)
Hat hier irgendjemand irgendwas gesagt? (irgendeiner?)
Fahr' durch deine Stadt mit 30 km/h
Fahr' durch deine Stadt mit 30 km/h

[Part 2]
Wir fahr'n in deine City mit Kolonne (mit Kolonne)
Du sprichst von Magazinen? Wir hab'n volle (volles Magazin)
Ihr spielt in meinem Leben keine Rolle (keine Rolle)
Ich pisse, esse, schlafe und ich komme
Mach den Fußboden sauber, Bitch
Scheiß auf dich und dein Outfit, Bitch
Leute, die damals mit P.A. gefickt haben
Machen heute ein paar tausend Klicks
Für mich ist rappen Routine (easy)
Scheiß auf die Exekutive (easy)
Fick deine Ghetto-Cousine
Kauf' in deiner City sechs Immobilien (sechs)

[Pre-Hook]
Glaub mir, früher war'n wir wild und kriminell (kriminell)
Heute läuft die ganze Scheiße hier legal (und helal)
Aber schuldet mir noch irgendjemand Geld (nur ein'n Cent)
Fahr' ich durch seine Stadt mit 30 km/h

[Hook]
Damit die Hurensöhne wissen, ich bin da (ich bin da)
Bitches sagen, „Dieser P.A. ist ein Star!“ (Star, Star)
Und wenn ich will, dann fick' ich jeden Tag (jeden Tag)
Wer hat seine Rechnung nicht bezahlt (woo, woo)
Bringt mir mehr Uhren, mehr Brillis, mehr Karat (brr, brr)
Hat hier irgendjemand irgendwas gesagt? (irgendeiner?)
Fahr' durch deine Stadt mit 30 km/h
Fahr' durch deine Stadt mit 30 km/h

"
11571,11571,zedd & katy perry,365,interscope,72,22.02.2019,28.02.2019,deutschrap,2019,22,
19181,19181,kalim feat. gzuz & gringo44,38,alles oder nix records,82,08.09.2017,14.09.2017,deutschrap,2017,9,"

[Songtext zu „38“ ft. Gzuz & Gringo]

[Intro]
Pow! Yeah

[Hook: KALIM]
Ey, brandneue 38er (Yeah, yeah), brandneue 38er (Pow!)
Ey, brandneue 38er (Yeah, yeah), brandneue 38er (Pow!)
Ey, brandneue 38er (Yeah, yeah), brandneue 38er (Pow!)
Die Antwort auf 31er ist die brandneue 38er (Pow! Drr, yeah)
Ey, brandneue 38er (Yeah, yeah), brandneue 38er (Pow!)
Ey, brandneue 38er (Yeah, yeah), brandneue 38er (Pow!)
Ey, brandneue 38er (Yeah, yeah), brandneue 38er (Pow!)
Die Antwort auf 31er ist die brandneue 38er (Pow! Drr, yeah)

[Part 1: KALIM]
Ich sorge für großes Kino, Hamburg-Ost, Hochhaussiedlung (Ja)
Heute ist Zahltag, Pussy, ich baller' mit Schrot aus dem Vito
Dum-Dum, Amigo, verwandeln ein Gramm in ein Kilo (Ein Kilo)
Schlaflose Nächte, ich hab's mir verdient, G Wagon, total auf Sirup
Ich trage die Kapuze tiefer, trete das Biest
Hundert Mille unterm Arsch und 'n Zehner an mei'm Handgelenk
Verballer' im Handumdreh'n, was du „Dick Para“ nennst
Mach' die Kahba weg, die du bir tanem nennst
Okay, Digga, meine Stadt glänzt wie Las Vegas um Mitternacht (Ey, ey, ey, ey)
Kochende Löffel und Ethanoldämpfe, Digga, für das Emblem auf dem Ziffernblatt (Ey, ey)
Keine Liebe für Verräter (Verräter)
Wir lassen dein'n Block brenn'n auf ein Liter Jäger (Pow!)
Scheißen auf Konsequenzen, für die Gang kassier' ich 'n Zehner (Zehner)
Deine Leute machen Lebensgeständnisse, meine Jungs steh'n unter Tatverdacht
Mach' mir eine Neunzig-Zehn-Mische, lad' die Trommel nach und fang' dich ab (Brr)
Fick Rap, Digga, bam, heh

[Hook: KALIM]
Brandneue 38er (Yeah, yeah), brandneue 38er (Pow!)
Ey, brandneue 38er (Yeah, yeah), brandneue 38er (Pow!)
Ey, brandneue 38er (Yeah, yeah), brandneue 38er (Pow!)
Die Antwort auf 31er ist die brandneue 38er (Pow! Drr, yeah)
Ey, brandneue 38er (Yeah, yeah), brandneue 38er (Pow!)
Ey, brandneue 38er (Yeah, yeah), brandneue 38er (Pow!)
Ey, brandneue 38er (Yeah, yeah), brandneue 38er (Pow!)
Die Antwort auf 31er ist die brandneue 38er (Pow! Drr, yeah)

[Part 2: Gzuz]
Mercedes-Benz G63 (Wrrm), ja, ich gebe mein Bestes (Ja)
Und trete die Bestie, bei mir sitzen keine Verräter am Esstisch (Nä)
Gib mir Lean und das Promethazin, mit Flow auf dem Beat bisschen Kohle verdien'n (Ching)
Köpf' die Flasche nie ohne mein Team (Never)
Ein Glas auf die Toten vergießen (Ja, Mann)
Die Neun-Millimeter hängt leicht unterm Sweater (Bam, bam)
Immer bereit für whatever (Haha)
Egal, was du gut kannst, ich weiß, ich bin besser
Hamburger Straßen sind kalt wie das Wetter (Ja)
Ich liebe die kleine Beretta (Bam, bam)
Auch im Sommer am knall'n wie Silvester (Wooh)
Höre, Neider sind weiter am lästern (Blabla)
Aber was zählt sind die Scheine, mein Bester (Ching, ching)
187, 579 (Wooh)
CL500 im Prior-Design (Boah)
Hab' kein'n Bock mehr auf Kilos verteil'n (Nein!)
Weil nie wieder schließt ihr mich ein (Ja)
Ah, scheiß auf die letzten paar Zeil'n (Haha)
Reite bei dir mit der Skimaske rein (Oh)
Weil Kalim und Gazi sind Jungs ausm Sektor
Und fahr'n auf die Party mit Klunkern im Benz vor (Yeah)

[Hook: KALIM]
Ey, brandneue 38er (Yeah, yeah), brandneue 38er (Pow!)
Ey, brandneue 38er (Yeah, yeah), brandneue 38er (Pow!)
Ey, brandneue 38er (Yeah, yeah), brandneue 38er (Pow!)
Die Antwort auf 31er ist die brandneue 38er (Pow! Drr, yeah)
Ey, brandneue 38er (Yeah, yeah), brandneue 38er (Pow!)
Ey, brandneue 38er (Yeah, yeah), brandneue 38er (Pow!)
Ey, brandneue 38er (Yeah, yeah), brandneue 38er (Pow!)
Die Antwort auf 31er ist die brandneue 38er (Pow! Drr, yeah)

[Bridge: Gringo]
Oh-oh, yeah
Gringo-Haze-Flow, Neukölln

[Part 3: Gringo]
LKA, Police Department
4 Blocks, korrupter Sergeant, El Gringo ist Target
Unter Feinden – Departed
Du machst Zulüm wie Zalim
Ratten renn'n, Speedy Gonzalez, weil 38er ladet
Timer, Wecker klingelt, wake up!
Handy, heb' ab
Alo Waynak, Rolex Datejust
Ein Uhr Date klappt, Bestellung Kaymak
Yallah, avanti, dreh' mal ein'n, du richtiger Mieser
U8, Junkie sucht, U7, Dealer, oh
J-Lo, dirty dance, links, rechts, flat
Balık sırtı Flex, sniff' Whitepacks in 90er-Benz
Nokia, Headset, Tommy Gun, Gang
Ping Pong, Flying Dragon, Chinatown, Johnny Eng (Ching, chang)

"
49,49,"haftbefehl feat. capo, veysel & ezhel",4 kanaken,azzlackz,50,07.05.2021,13.05.2021,deutschrap,2021,5,
13371,13371,"gringo, sa4 & brudi030",44 blocks,sls music,72,19.10.2018,25.10.2018,deutschrap,2018,19,
9585,9585,kalim feat. jamule,63,universal domestic urban,86,12.07.2019,18.07.2019,deutschrap,2019,7,"

[Songtext zu „63“ ft. Jamule]

[Intro: KALIM]
Yeah, yeah
Yeah, yeah
Yeah

[Hook: KALIM]
Mitternachts, schneeweißer 6-3
Zu viel Henny in mei'm Becher macht mich high
Audemars Piguet kostet ein Kilo Schnee
Lichtgeschwindigkeit, wir zieh'n an ihn'n vorbei
Mitternachts, schneeweißer 6-3
Zu viel Henny in mei'm Becher macht mich high
Audemars Piguet kostet ein Kilo Schnee
Lichtgeschwindigkeit, wir zieh'n an ihn'n vorbei

[Part 1: KALIM]
Nehm' den Wempe-Store auseinander
Dreißig Mille Drogengeld, ich bin von der Gara
SIG Sauer an den Eiern, hab' ein Rad ab (yeah, ja)
Es herrscht Krieg, G-Klasse, roll' im Panzer
Wirf' Liquor für die Bitch, ich trink' Maka
Ey, nur die Familie, Free Santa
Das ist kein Tommy Hilfiger, das ist Prada
Ey, sechzehnter Stock, Hamburg-Ost, ich mach' Para, ja
Nicht mehr lang' zu den Baguettes auf der Patek
Vollbepacktes Dashboard zu 'nem A6
5k Warenkorb Farfetch
Lockige Kahi, Maghreb
Ja, sie shakt, shakt, shakt, shakt, shakt (shakt)
Day-Date an mei'm Arm, Plain Jane
Nein, du kannst keine Kahi zu 'ner Hausfrau machen
Doch 'ne Hausfrau zu 'nem Playmate (hehe)

[Hook: KALIM, Jamule]
Mitternachts, schneeweißer 6-3
Zu viel Henny in mei'm Becher macht mich high
Audemars Piguet kostet ein Kilo Schnee
Lichtgeschwindigkeit, wir zieh'n an ihn'n vorbei
Mitternachts, schneeweißer 6-3
Zu viel Henny in mei'm Becher macht mich high
Audemars Piguet kostet ein Kilo Schnee
Lichtgeschwindigkeit, wir zieh'n an ihn'n vorbei
Mitternachts, schneeweißer 6-3
Zu viel Henny in mei'm Becher macht mich high
Audemars Piguet kostet ein Kilo Schnee
Lichtgeschwindigkeit, wir zieh'n an ihn'n vorbei

[Part 2: Jamule]
Gib mir Eis zu dem Hennessy (Henny)
Viel zu high von dem Cali-Weed (pow, pow)
Mit Kalim in 'nem 6-3
Bunte Scheine in der Fashion-Jeans (Designer)
Kenn' keine Ebbe, bei mir war schon immer Flut
Steuerfreie Gelder in Málaga und in Jnoub
Ich bin nicht am tanzen, das sind alles Money-Moves (Moves)
Zwanzigtausend jeden Monat ohne Abitur (ja, ja)
Wir machen Business, über Nacht (Nacht)
Keine Rich Kids, alles überdacht (-dacht)
Häng' in meiner Crib mit den Brüdern ab
Keine Zeit für Bitches, hab' Gefühle satt
Der AMG bezahlt, das ist keine Probefahrt
Brillanten-Steine auf dem Schweizer Chronograph
Nur für meine Feinde hol' ich mir 'ne Audemars
Ninio ist gekleidet wie der nächste Modezar

[Hook: KALIM, Jamule]
Mitternachts, schneeweißer 6-3
Zu viel Henny in mei'm Becher macht mich high
Audemars Piguet kostet ein Kilo Schnee
Lichtgeschwindigkeit, wir zieh'n an ihn'n vorbei
Mitternachts, schneeweißer 6-3
Zu viel Henny in mei'm Becher macht mich high
Audemars Piguet kostet ein Kilo Schnee
Lichtgeschwindigkeit, wir zieh'n an ihn'n vorbei
Mitternachts, schneeweißer 6-3
Zu viel Henny in mei'm Becher macht mich high
Audemars Piguet kostet ein Kilo Schnee
Lichtgeschwindigkeit, wir zieh'n an ihn'n vorbei

"
49691,49691,jay-z,99 problems,def jam,92,11.11.2011,17.11.2011,deutschrap,2011,11,
20592,20592,spongebozz,a.c.a.b. ii,bikini bottom mafia,93,02.06.2017,08.06.2017,deutschrap,2017,6,
13958,13958,marteria & casper,adrenalin,zwei bernds tanken super,59,07.09.2018,13.09.2018,deutschrap,2018,9,
18374,18374,alan walker feat. noah cyrus & digital farm animals,all falls down,mer musikk,75,03.11.2017,09.11.2017,deutschrap,2017,11,"

[Verse 1: Noah Cyrus]
What's the trick? I wish I knew
I’m so done with thinking through all the things I could've been
And I know you wonder too
All it takes is that one look you do and I run right back to you
You crossed the line and it's time to say ""F you""
What’s the point in saying that when you know how I'll react?
You think you can just take it back, but shit just don't work like that
You're the drug that I'm addicted to, and I want you so bad
Guess I'm stuck with you, and that's that

[Chorus: Noah Cyrus]
'Cause when it all falls down, then whatever
When it don’t work out for the better
If it just ain’t right, and it's time to say goodbye
When it all falls down, when it all falls down
I’ll be fine, I'll be fine
You're the drug that I'm addicted to
And I want you so bad, but I’ll be fine

[Verse 2: Juliander & Noah Cyrus]
Why we fight? I don't know
We say what hurts the most
Oh, I try staying cold, but you take it personal
All these firing shots and making ground
It's way too hard to cope, but I still can't let you go

[Chorus: Noah Cyrus & Juliander]
'Cause when it all falls down, then whatever
When it don't work out for the better
If it just ain't right, and it's time to say goodbye
When it all falls down, when it all falls down
I'll be fine, I'll be fine
You're the drug that I'm addicted to and I want you so bad
But I'll be fine

[Bridge]
I'll be fine-ine-fine, fine-ine-ine (All falls down, falling down)
I'll be fine-ine-fine, fine-ine-ine (All falls down)
I'll be fine-ine-fine, fine-ine-ine (All falls down, falling down)
I'll be fine-ine-fine, fine (All falls down)

[Chorus: Noah Cyrus & Juliander, (Noah Cyrus, Juliander)]
'Cause when it all falls down, then whatever
(Then whatever, babe)
When it don't work out for the better (For the better)
If we just ain't right, and it's time to say goodbye
When it all falls down (When it all, when it all)
When it all falls down (When it all falls down)
I'll be fine (Fine, fine, fine), I'll be fine (I'll be fine)
You're the drug that I'm addicted to and I want you so bad
But I'll be fine (I'll be fine), and that's that

"
11899,11899,dendemann feat. casper,alle jubilare wieder,universal domestic vertigo,100,01.02.2019,07.02.2019,deutschrap,2019,2,"

[Part 1 – Dendemann]
Alle Jubilare hin, alle Jubilare her
Alle suchen nach dem Sinn, alle tun sich damit schwer
Aber alle Jubilare brauchen wir 'n guten Grund
Und so lange wir einen fin', läuft ja alles kugelrund
Wann ist endlich wieder Zeit für 'n Vollrausch?
Wann kommt der Filmriss? Wo bleibt der Rollentausch?
Denn ohne den verlassen wir die Party nie
Denn es ist das letzte feuerwasserdichte Alibi
Das ist menschlich, ja, das ist angeboren
Ach, bei dem Thema macht leider jeder lange Ohren
Diese miese Welt werden wir heute nicht mehr ändern
Alles, was wir machen können, sind ein paar Kreuze im Kalender

[Hook]
Alle, alle Jubilare wieder – fallen die Feste, wie sie fallen
Und sie wollen gefeiert werden – ja, wie wär's denn mit uns allen?
Alle Jubilare wieder – fallen die Feste, wie sie fallen
Und sie wollen gefeiert werden – ja, wie wär's denn mit uns-

[Part 2 – Dendemann]
Alle Jubilare wieder fallen die Feste, wie sie fallen
Also Schnäpse nicht bezahlen und der Rest, der is' egal
Denn wir wollen uns so gerne gernhaben wollen
Also machen wir uns rappeldicht und sternhagelvoll
Jeder hat sein Mittelchen, jeder kennt sein Gift genau
Und das Spektrum ist so breit gefächert wie 'n bekiffter Pfau
Immer gut drauf und nicht selten ohne Plan
Die ganze Welt im Drogenwahn – wer kann, der stellt sich oben an
Dein Herz hat der Stoff und dein Zaster der Gastwirt
Doch es wird investiert bis das Laster zur Last wird
Auf vorhandene und fehlende Erinnerungen
Und auf alles andere: Olé olé, für immer jung!

[Hook]
Alle, alle Jubilare wieder – fallen die Feste, wie sie fallen
Und sie wollen gefeiert werden – ja, wie wär's denn mit uns allen?
Alle Jubilare wieder – fallen die Feste, wie sie fallen
Und sie wollen gefeiert werden – ja, wie wär's denn mit uns-

[Part 3 – Casper]
Allen – Keinen Bock, aber Gästeliste
Links und rechts Geküsse mit Händeschütteln
Ehrlich jetzt, Mensch, der Beste biste
Lächeln für die Spendenkiste, dann endlich zum Resteficken
Sage morgens: „Ab morgen wird alles anders!“
Mit Aschenbecher-Geschmack im Hals und ‘nem höllischen Kater
Gehen wir die volle Distanz, nur Kniebeugen und Yoga-Matte
Soja-Latte, nie wieder liebäugeln mit Sodawasser
Mischung mit Wodkaflaschen, aber danach, alle Mann an der Bar
Nicht umsonst, aber gratis, es ist immer das gleiche wie bei Punxsutawney Phil
Weil die Jubilare nicht nur die Samstagabende füllen
Alle Jubilare wieder

[Outro - Dendemann]
Alle Jubilare wieder
Alle Jubilare wieder

Ja, das geht an alle, alle meine Schwestern und Brüder
Sind wir nicht alle seit gestern hinüber
Das wird schon wieder
Ihr könnt auch gerne morgen kommen
Denn außer euch habe ich mir noch gar nichts vorgenommen
Das geht an alle meine Brüder und Schwestern
